,count(p.gender),FemaleCount,MaleCount,OtherCount,title,year,Female+Male
1239,18,4,14,0,Hero No. 1,1997,
1240,9,3,6,0,Himalay Putra,1997,
1241,15,2,13,0,Insaaf: The Final Justice,1997,
1242,34,4,30,0,Ishq,1997,
1243,15,5,10,0,Itihaas,1997,
1244,19,7,12,0,Judaai,1997,
1245,26,6,20,0,Judwaa,1997,
1246,12,2,10,0,Kaun Sachcha Kaun Jhootha,1997,
1247,25,5,20,0,Koyla,1997,
1248,22,6,16,0,Lahoo Ke Do Rang,1997,
1249,30,11,19,0,Lal Darja,1997,
1250,27,8,19,0,Loha,1997,
1251,3,2,1,0,Love Birds,1997,
1252,21,3,18,0,Mahaanta: The Film,1997,
1253,33,8,25,0,Mohabbat,1997,
1254,24,5,19,0,Mr. & Mrs. Khiladi,1997,
1255,41,9,32,0,Mrityudaata,1997,
1256,16,3,13,0,Naseeb,1997,
1257,39,15,24,0,Once We Were Strangers,1997,
1258,23,10,13,0,Pardes,1997,
1259,24,7,17,0,Prithvi,1997,
1260,17,6,11,0,Qahar,1997,
1261,17,5,12,0,Raja Ki Ayegi Baraat,1997,
1262,2,1,1,0,Rui Ka Bojh,1997,
1263,6,4,2,0,Saaz,1997,
1264,26,4,22,0,Sanam,1997,
1265,43,3,40,0,Seven Years in Tibet,1997,
1266,20,5,15,0,Shapath,1997,
1267,17,4,13,0,Tarazu,1997,
1268,35,8,27,0,The Death Sentence: Mrityu Dand,1997,
1269,14,3,11,0,Udaan,1997,
1270,11,4,7,0,Virasat,1997,
1271,15,4,11,0,Yes Boss,1997,
1272,55,12,43,0,Yeshwant,1997,
1273,26,7,19,0,Ziddi,1997,
1274,18,5,13,0,2001: Do Hazaar Ek,1998,
1275,15,3,12,0,Aakrosh: Cyclone of Anger,1998,
1276,12,4,8,0,Aavida Maa Aavide,1998,
1277,19,5,14,0,Achanak,1998,
1278,20,3,17,0,Angaaray,1998,
1279,33,8,25,0,Aunty No. 1,1998,
1280,30,5,25,0,Bade Miyan Chote Miyan,1998,
1281,21,5,16,0,Bandhan,1998,
1282,21,4,17,0,Barood,1998,
1283,48,5,43,0,Bombay Boys,1998,
1284,6,1,5,0,Chhota Chetan,1998,
1285,42,10,32,0,China Gate,1998,
1286,11,7,4,0,Dahan,1998,
1287,36,15,21,0,Dil Se..,1998,
1288,12,3,9,0,Doli Saja Ke Rakhna,1998,
1289,19,3,16,0,Dulhe Raja,1998,
1290,19,6,13,0,Duplicate,1998,
1291,25,10,15,0,Dushman,1998,
1292,44,11,33,0,Earth,1998,
1293,22,6,16,0,Gharwali Baharwali,1998,
1294,39,3,36,0,Ghulam,1998,
1295,17,2,15,0,Gunda,1998,
1296,32,10,22,0,Hazaar Chaurasi Ki Maa,1998,
1297,8,1,7,0,Hero Hindustani,1998,
1298,22,4,18,0,Humse Badhkar Kaun: The Entertainer,1998,
1299,4,2,2,0,Hyderabad Blues,1998,
1300,13,4,9,0,Jab Pyaar Kisise Hota Hai,1998,
1301,9,3,6,0,Jhooth Bole Kauwa Kaate,1998,
1302,12,4,8,0,Kabhi Na Kabhi,1998,
1303,28,5,23,0,Kareeb,1998,
1304,22,5,17,0,Keemat: They Are Back,1998,
1305,11,7,4,0,Kuch Kuch Hota Hai,1998,
1306,21,4,17,0,Kudrat,1998,
1307,35,11,24,0,Maharaja,1998,
1308,18,3,15,0,Major Saab,1998,
1309,29,10,19,0,Mehndi,1998,
1310,3,1,2,0,Military Officer,1998,
1311,16,4,12,0,Pardesi Babu,1998,
1312,18,8,10,0,Prem Aggan,1998,
1313,15,4,11,0,Premante Idera,1998,
1314,17,3,14,0,Pyaar Kiya To Darna Kya,1998,
1315,34,8,26,0,Pyaar To Hona Hi Tha,1998,
1316,12,5,7,0,Qila,1998,
1317,7,5,2,0,Saat Rang Ke Sapne,1998,
1318,12,3,9,0,Salaakhen,1998,
1319,20,4,16,0,Sar Utha Ke Jiyo,1998,
1320,32,4,28,0,Satya,1998,
1321,28,6,22,0,Soldier,1998,
1322,20,7,13,0,Tamanna,1998,
1323,34,5,29,0,Train to Pakistan,1998,
1324,19,3,16,0,Vinashak - Destroyer,1998,
1325,17,4,13,0,Wajood,1998,
1326,15,3,12,0,Yugpurush: A Man Who Comes Just Once in a Way,1998,
1327,17,3,14,0,Zakhm,1998,
1328,26,7,19,0,Zor: Never Underestimate the Force,1998,
1329,48,21,27,0,Aa Ab Laut Chalen,1999,
1330,20,7,13,0,Aarzoo,1999,
1331,19,6,13,0,Anari No. 1,1999,
1332,10,3,7,0,Arjun Pandit,1999,
1333,35,9,26,0,Baadshah,1999,
1334,19,6,13,0,Bade Dilwala,1999,
1335,9,5,4,0,Bhopal Express,1999,
1336,11,11,0,0,Bindhaast,1999,
1337,15,6,9,0,Biwi No. 1,1999,
1338,19,6,13,0,Daag: The Fire,1999,
1339,17,6,11,0,Dahek: A Burning Passion,1999,
1340,31,13,18,0,Dil Kya Kare,1999,
1341,14,7,7,0,Dillagi,1999,
1342,17,4,13,0,Gair,1999,
1343,49,8,41,0,Godmother,1999,
1344,17,5,12,0,Haseena Maan Jaayegi,1999,
1345,12,1,11,0,Hello Brother,1999,
1346,15,5,10,0,Hogi Pyaar Ki Jeet,1999,
1347,27,7,20,0,Hote Hote Pyar Hogaya,1999,
1348,33,8,25,0,Hu Tu Tu,1999,
1349,13,5,8,0,Hum Aapke Dil Mein Rehte Hain,1999,
1350,33,14,19,0,Hum Dil De Chuke Sanam,1999,
1351,44,17,27,0,Hum Saath-Saath Hain: We Stand United,1999,
1352,12,5,7,0,Hum Tum Pe Marte Hain,1999,
1353,27,3,24,0,International Khiladi,1999,
1354,21,9,12,0,Jaanam Samjha Karo,1999,
1355,17,4,13,0,Jaanwar,1999,
1356,4,3,1,0,Jodi,1999,
1357,13,4,9,0,Kachche Dhaage,1999,
1358,11,4,7,0,Kadhalar Dinam,1999,
1359,12,5,7,0,Kairee,1999,
1360,18,6,12,0,Kartoos,1999,
1361,3,1,2,0,Kaun?,1999,
1362,22,9,13,0,Khoobsurat,1999,
1363,11,3,8,0,Kohram,1999,
1364,28,5,23,0,Laawaris,1999,
1365,24,6,18,0,Lal Baadshah,1999,
1366,36,17,19,0,Mann,1999,
1367,15,5,10,0,Mast,1999,
1368,4,2,2,0,Periyanna,1999,
1369,56,5,51,0,Phörpa,1999,
1370,29,10,19,0,Pyaar Koi Khel Nahin,1999,
1371,24,7,17,0,Pyaar Mein Kabhi Kabhi...,1999,
1372,27,6,21,0,Rajaji,1999,
1373,13,4,9,0,Ravoyi Chandamama,1999,
1374,5,2,3,0,Rockford,1999,
1375,19,5,14,0,Safari,1999,
1376,18,5,13,0,Samarasimha Reddy,1999,
1377,15,5,10,0,Samudram,1999,
1378,21,3,18,0,Sangharsh,1999,
1379,23,10,13,0,Sar Ankhon Par,1999,
1380,48,11,37,0,Sarfarosh,1999,
1381,10,3,7,0,Shool,1999,
1382,16,8,8,0,Silsila Hai Pyar Ka,1999,
1383,13,5,8,0,Sirf Tum,1999,
1384,12,4,8,0,Sneham Kosam,1999,
1385,18,7,11,0,Sooryavansham,1999,
1386,115,35,80,0,Split Wide Open,1999,
1387,36,11,25,0,Taal,1999,
1388,21,5,16,0,Tales of the KamaSutra 2: Monsoon,1999,
1389,28,8,20,0,Thakshak,1999,
1390,13,2,11,0,Thammudu,1999,
1391,7,2,5,0,Vaalee,1999,
1392,53,10,43,0,Vaastav: The Reality,1999,
1393,13,5,8,0,Yeh Hai Mumbai Meri Jaan,1999,
1394,18,4,14,0,Zulmi,1999,
1395,24,6,18,0,Aaghaaz,2000,
1396,11,5,6,0,Astitva,2000,
1397,20,6,14,0,Azaad,2000,
1398,36,8,28,0,Baaghi,2000,
1399,21,7,14,0,Badal,2000,
1400,21,4,17,0,Bawandar,2000,
1401,16,4,12,0,Beti No. 1,2000,
1402,19,3,16,0,Bichhoo,2000,
1403,11,3,8,0,Bulandi,2000,
1404,24,8,16,0,Chal Mere Bhai,2000,
1405,18,6,12,0,Champion,2000,
1406,11,1,10,0,Cover Story,2000,
1407,23,8,15,0,Deewane,2000,
1408,24,9,15,0,Dhaai Akshar Prem Ke,2000,
1409,13,7,6,0,Dhadkan,2000,
1410,42,6,36,0,Dil Pe Mat Le Yaar!!,2000,
1411,17,6,11,0,Dr. Babasaheb Ambedkar,2000,
1412,14,5,9,0,Dulhan Hum Le Jayenge,2000,
1413,29,10,19,0,Fiza,2000,
1414,18,12,6,0,Gaja Gamini,2000,
1415,18,4,14,0,Gang,2000,
1416,18,5,13,0,Ghaath,2000,
1417,23,9,14,0,Hadh Kar Di Aapne,2000,
1418,32,13,19,0,Hamara Dil Aapke Paas Hai,2000,
1419,20,6,14,0,Har Dil Jo Pyar Karega...,2000,
1420,9,6,3,0,Hari-Bhari,2000,
1421,17,5,12,0,Hera Pheri,2000,
1422,93,29,64,0,Hey Ram,2000,
1423,14,3,11,0,Hum To Mohabbat Karega,2000,
1424,16,5,11,0,Jis Desh Mein Ganga Rehta Hain,2000,
1425,15,5,10,0,Joru Ka Ghulam,2000,
1426,14,5,9,0,Josh,2000,
1427,22,7,15,0,Jung,2000,
1428,19,3,16,0,Jungle,2000,
1429,14,5,9,0,Kahin Pyaar Na Ho Jaaye,2000,
1430,21,8,13,0,Kaho Naa... Pyaar Hai,2000,
1431,12,4,8,0,Karobaar: The Business of Love,2000,
1432,20,5,15,0,Khauff,2000,
1433,24,7,17,0,Khiladi 420,2000,
1434,14,5,9,0,Krodh,2000,
1435,14,4,10,0,Kunwara,2000,
1436,16,6,10,0,Kurukshetra,2000,
1437,13,6,7,0,Kya Kehna,2000,
1438,33,7,26,0,Mela,2000,
1439,46,8,38,0,Mission Kashmir,2000,
1440,34,17,17,0,Mohabbatein,2000,
1441,18,3,15,0,Papa the Great,2000,
1442,37,20,17,0,Paromitar Ek Din,2000,
1443,22,7,15,0,Phir Bhi Dil Hai Hindustani,2000,
1444,5,2,3,0,Priyamanavale,2000,
1445,15,4,11,0,Pukar,2000,
1446,30,14,16,0,Raja Ko Rani Se Pyar Ho Gaya,2000,
1447,24,6,18,0,Raju Chacha,2000,
1448,14,3,11,0,Refugee,2000,
1449,11,2,9,0,Satyameva Jayate,2000,
1450,20,6,14,0,Shikari,2000,
1451,9,9,0,0,Snegithiye,2000,
1452,6,3,3,0,Snip!,2000,
1453,32,13,19,0,Tarkieb,2000,
