,count(p.gender),FemaleCount,MaleCount,OtherCount,title,year,Female+Male
3159,9,4,5,0,Hello Mumbai: Salaam Mumbai,2016,
3160,7,3,4,0,Hotel Salvation,2016,
3161,128,58,70,0,Housefull 3,2016,
3162,6,2,4,0,Ishq Click,2016,
3163,9,2,7,0,Ishq Forever,2016,
3164,23,5,18,0,Jai Gangaajal,2016,
3165,9,5,4,0,Jugni,2016,
3166,40,19,21,0,Junooniyat,2016,
3167,51,7,44,0,Kabali,2016,
3168,19,6,13,0,Kahaani 2,2016,
3169,23,6,17,0,Kammatti Paadam,2016,
3170,35,9,26,0,Kapoor & Sons,2016,
3171,9,2,7,0,Kerry on Kutton,2016,
3172,18,7,11,0,Ki & Ka,2016,
3173,17,7,10,0,Kyaa Kool Hain Hum 3,2016,
3174,9,2,7,0,Laal Rang,2016,
3175,40,18,22,0,Lion,2016,
3176,60,21,39,0,Lipstick Under My Burkha,2016,
3177,16,5,11,0,Love Games,2016,
3178,43,17,26,0,Love Shagun,2016,
3179,32,14,18,0,LoveShhuda,2016,
3180,30,6,24,0,M.S. Dhoni: The Untold Story,2016,
3181,7,2,5,0,MSG the Warrior: Lion Heart,2016,
3182,28,2,26,0,Madaari,2016,
3183,15,9,6,0,Madly,2016,
3184,7,2,5,0,Mantostaan,2016,
3185,6,1,5,0,Maroon,2016,
3186,36,14,22,0,Mastizaade,2016,
3187,7,2,5,0,Mirzya,2016,
3188,7,2,5,0,Miss Teacher,2016,
3189,10,3,7,0,Missing on a Weekend,2016,
3190,6,3,3,0,Moh Maya Money,2016,
3191,42,5,37,0,Mohenjo Daro,2016,
3192,2,0,2,0,Motu Patlu: King of Kings,2016,
3193,7,0,7,0,Nagarahavu,2016,
3194,60,25,35,0,Neerja,2016,
3195,19,6,13,0,One Night Stand,2016,
3196,7,4,3,0,Phobia,2016,
3197,27,10,17,0,Pink,2016,
3198,11,4,7,0,Raaz Reboot,2016,
3199,19,3,16,0,Railway Children,2016,
3200,22,7,15,0,Raman Raghav 2.0,2016,
3201,19,5,14,0,Rebellious Flower,2016,
3202,15,3,12,0,Rock On 2,2016,
3203,40,10,30,0,Rocky Handsome,2016,
3204,12,4,8,0,Rough Book,2016,
3205,33,7,26,0,Rustom,2016,
3206,15,4,11,0,Saala Khadoos,2016,
3207,6,2,4,0,Saansein: The Last Breath,2016,
3208,21,4,17,0,Saat Uchakkey,2016,
3209,21,9,12,0,Sanam Re,2016,
3210,31,14,17,0,Sanam Teri Kasam,2016,
3211,18,4,14,0,Santa Banta Pvt Ltd,2016,
3212,53,11,42,0,Sarbjit,2016,
3213,31,6,25,0,Sardaar Gabbar Singh,2016,
3214,18,5,13,0,Sarrainodu,2016,
3215,34,7,27,0,Shivaay,2016,
3216,15,5,10,0,Shor Se Shuruaat,2016,
3217,16,4,12,0,Shorgul,2016,
3218,12,7,5,0,Six X,2016,
3219,20,10,10,0,Sold,2016,
3220,42,9,33,0,Sultan,2016,
3221,25,6,19,0,Te3n,2016,
3222,9,3,6,0,Teraa Surroor,2016,
3223,24,2,22,0,Tere Bin Laden: Dead Or Alive,2016,
3224,9,2,7,0,The Blueberry Hunt,2016,
3225,22,4,18,0,The Other Side of the Door,2016,
3226,5,1,4,0,The Violin Player,2016,
3227,19,4,15,0,Thikka,2016,
3228,14,5,9,0,Traffic,2016,
3229,16,2,14,0,Trapped,2016,
3230,12,5,7,0,Tu Hai Mera Sunday,2016,
3231,24,13,11,0,Tum Bin 2,2016,
3232,12,4,8,0,Tutak Tutak Tutiya,2016,
3233,83,11,72,0,Udta Punjab,2016,
3234,12,3,9,0,Veerappan,2016,
3235,18,4,14,0,Wah Taj,2016,
3236,28,12,16,0,Wajah Tum Ho,2016,
3237,10,3,7,0,Warrior Savitri,2016,
3238,43,19,24,0,Wazir,2016,
3239,14,7,7,0,Yea Toh Two Much Ho Gayaa,2016,
3240,8,3,5,0,1982 - A Love Marriage,2017,
3241,29,6,23,0,A Gentleman,2017,
3242,16,5,11,0,Aa Gaya Hero,2017,
3243,17,10,7,0,Ajji,2017,
3244,9,3,6,0,Aksar 2,2017,
3245,10,3,7,0,Alif,2017,
3246,10,3,7,0,Amazon Obhijaan,2017,
3247,7,3,4,0,Anaarkali of Aarah,2017,
3248,8,3,5,0,B.A. Pass 2,2017,
3249,15,5,10,0,Baadshaho,2017,
3250,21,5,16,0,Baahubali 2: The Conclusion,2017,
3251,14,3,11,0,Baaraat Company,2017,
3252,16,5,11,0,Babumoshai Bandookbaaz,2017,
3253,72,28,44,0,Badrinath Ki Dulhania,2017,
3254,16,4,12,0,Bairavaa,2017,
3255,9,3,6,0,Balu Mahi,2017,
3256,28,5,23,0,Bank Chor,2017,
3257,8,4,4,0,Bareilly Ki Barfi,2017,
3258,22,10,12,0,Begum Jaan,2017,
3259,11,2,9,0,Behen Hogi Teri,2017,
3260,15,6,9,0,Beyond the Clouds,2017,
3261,43,10,33,0,Bhoomi,2017,
3262,10,3,7,0,Brij Mohan Amar Rahe,2017,
3263,46,9,37,0,Chef,2017,
3264,54,12,42,0,Commando 2,2017,
3265,41,16,25,0,Crash Test Aglaé,2017,
3266,116,14,102,0,Daddy,2017,
3267,14,3,11,0,Dark wind,2017,
3268,10,5,5,0,Dear Maya,2017,
3269,15,6,9,0,Dobaara: See Your Evil,2017,
3270,6,1,5,0,Dora,2017,
3271,34,9,25,0,Duvvada Jagannadham,2017,
3272,24,7,17,0,Ek Haseena Thi Ek Deewana Tha,2017,
3273,14,4,10,0,Firangi,2017,
3274,45,10,35,0,Fukrey Returns,2017,
3275,7,1,6,0,Gali Guleiyan,2017,
3276,15,3,12,0,Game Over,2017,
3277,162,42,120,0,Geostorm,2017,
3278,25,5,20,0,Golmaal Again,2017,
3279,56,30,26,0,Gospel Movie: Who Is My Lord,2017,
3280,94,52,42,0,Guest iin London,2017,
3281,9,3,6,0,Gurgaon,2017,
3282,58,13,45,0,Gyakusatsu kikan,2017,
3283,12,5,7,0,Half Girlfriend,2017,
3284,16,3,13,0,Hanuman Da' Damdaar,2017,
3285,8,1,7,0,Hind Ka Napak Ko Jawab,2017,
3286,63,20,43,0,Hindi Medium,2017,
3287,21,7,14,0,III Smoking Barrels,2017,
3288,16,5,11,0,Indu Sarkar,2017,
3289,18,9,9,0,Irada,2017,
3290,24,6,18,0,Ittefaq,2017,
3291,21,7,14,0,Jab Harry Met Sejal,2017,
3292,22,3,19,0,Jagga Jasoos,2017,
3293,14,0,14,0,Jattu Engineer,2017,
3294,29,12,17,0,Jeena Isi Ka Naam Hai,2017,
3295,11,5,6,0,Jia aur Jia,2017,
3296,44,6,38,0,Jolly LLB 2,2017,
3297,100,44,56,0,Judwaa 2,2017,
3298,22,3,19,0,Julie 2,2017,
3299,16,4,12,0,Kaabil,2017,
3300,6,2,4,0,Kadamban,2017,
3301,6,1,5,0,Khoj,2017,
3302,13,4,9,0,Kuldip Patwal: I Didn't Do It!,2017,
3303,30,6,24,0,LIE,2017,
3304,9,3,6,0,Laali Ki Shaadi Mein Laaddoo Deewana,2017,
3305,14,4,10,0,Love and Shukla,2017,
3306,18,2,16,0,Lucknow Central,2017,
3307,15,3,12,0,Maatr,2017,
3308,15,5,10,0,Machine,2017,
3309,70,12,58,0,Meri Pyaari Bindu,2017,
3310,22,8,14,0,Mersal,2017,
3311,21,10,11,0,Mirror Game,2017,
3312,6,1,5,0,Mirza Juuliet,2017,
3313,14,5,9,0,Mom,2017,
3314,108,50,58,0,Mubarakan,2017,
3315,12,3,9,0,Mukkabaaz,2017,
3316,19,7,12,0,Munna Michael,2017,
3317,20,5,15,0,Naam Shabana,2017,
3318,55,14,41,0,Newton,2017,
3319,41,16,25,0,Noor,2017,
3320,38,13,25,0,OK Jaanu,2017,
3321,17,3,14,0,Omerta,2017,
3322,38,14,24,0,One Less God,2017,
3323,25,7,18,0,Patel Ki Punjabi Shaadi,2017,
3324,31,9,22,0,Phillauri,2017,
3325,4,2,2,0,Phullu,2017,
3326,37,11,26,0,Poorna,2017,
3327,38,12,26,0,Poster Boys,2017,
3328,12,5,7,0,Qarib Qarib Singlle,2017,
3329,21,6,15,0,Raabta,2017,
3330,27,1,26,0,Raag Desh,2017,
3331,79,12,67,0,Raees,2017,
3332,6,1,5,0,Ranchi Diaries,2017,
3333,30,6,24,0,Rangoon,2017,
3334,9,4,5,0,Ribbon,2017,
3335,14,2,12,0,Rukh,2017,
3336,8,2,6,0,Running Shaadi,2017,
3337,10,5,5,0,Saanjh,2017,
3338,9,2,7,0,Sameer,2017,
3339,12,3,9,0,Sarkar 3,2017,
3340,9,5,4,0,Secret Superstar,2017,
3341,13,5,8,0,Shaadi Mein Zaroor Aana,2017,
3342,8,2,6,0,Shab,2017,
3343,18,5,13,0,Shubh Mangal Saavdhan,2017,
3344,43,10,33,0,Shuddhi,2017,
3345,55,18,37,0,Simran,2017,
3346,10,3,7,0,Sniff!!!,2017,
3347,15,4,11,0,Sweetiee Weds NRI,2017,
3348,6,4,2,0,Tera Intezaar,2017,
3349,22,1,21,0,The Ghazi Attack,2017,
3350,8,2,6,0,The House Next Door,2017,
3351,5,3,2,0,The Rally,2017,
3352,7,4,3,0,The Song of Scorpions,2017,
3353,18,12,6,0,The Wishing Tree,2017,
3354,68,5,63,0,Thupparivaalan,2017,
3355,50,10,40,0,Tiger Zinda Hai,2017,
3356,14,6,8,0,Tikli and Laxmi Bomb,2017,
3357,19,5,14,0,Toilet - Ek Prem Katha,2017,
3358,54,5,49,0,Tubelight,2017,
3359,41,13,28,0,Tumhari Sulu,2017,
3360,28,3,25,0,Union Leader,2017,
3361,8,3,5,0,Veeram,2017,
3362,60,13,47,0,Viceroy's House,2017,
3363,64,11,53,0,Victoria & Abdul,2017,
3364,20,4,16,0,Vikram Vedha,2017,
3365,19,11,8,0,Wedding Anniversary,2017,
3366,12,1,11,0,102 Not Out,2018,
3367,70,29,41,0,1921,2018,
3368,14,6,8,0,3 Storeys,2018,
3369,4,2,2,0,Aadamkhor,2018,
3370,82,26,56,0,Aiyaary,2018,
3371,15,6,9,0,Andhadhun,2018,
3372,12,2,10,0,Angrezi Mein Kehte Hain,2018,
3373,17,3,14,0,Baaghi 2,2018,
3374,3,1,2,0,Baarish Aur Chowmein,2018,
3375,16,4,12,0,Baazaar,2018,
3376,12,7,5,0,Badhaai Ho,2018,
3377,22,7,15,0,Batti Gul Meter Chalu,2018,
3378,18,6,12,0,Bhaiaji Superhit,2018,
3379,12,2,10,0,Bhavesh Joshi Superhero,2018,
3380,29,9,20,0,Bioscopewala,2018,
3381,37,10,27,0,Blackmail,2018,
3382,12,4,8,0,Daas Dev,2018,
3383,33,8,25,0,Dhadak,2018,
3384,32,10,22,0,Dil Juunglee,2018,
3385,34,9,25,0,FryDay,2018,
3386,6,4,2,0,Garbage,2018,
3387,12,2,10,0,Genius,2018,
3388,208,35,173,0,Gold,2018,
3389,4,1,3,0,Halkaa,2018,
3390,12,3,9,0,Happy Phirr Bhag Jayegi,2018,
3391,3,1,2,0,Haseena,2018,
3392,68,31,37,0,Hate Story IV,2018,
3393,11,3,8,0,Helicopter Eela,2018,
3394,4,2,2,0,Hey Ram Hamne Gandhi Ko maar Diya,2018,
3395,65,19,46,0,Hichki,2018,
3396,18,2,16,0,High Jack,2018,
3397,8,5,3,0,Hope Aur Hum,2018,
3398,34,10,24,0,Hotel Mumbai,2018,
3399,13,6,7,0,Jalebi,2018,
3400,18,6,12,0,Kaalakaandi,2018,
3401,14,3,11,0,Kaashi in Search of Ganga,2018,
3402,26,9,17,0,Karwaan,2018,
3403,11,4,7,0,Kedarnath,2018,
3404,15,5,10,0,Khajoor Pe Atke,2018,
3405,15,6,9,0,Kuchh Bheege Alfaaz,2018,
3406,8,3,5,0,Laila Majnu,2018,
3407,2,1,1,0,Leera the Soulmate,2018,
3408,35,11,24,0,Love Per Square Foot,2018,
3409,39,22,17,0,Love Sonia,2018,
3410,24,7,17,0,Loveyatri,2018,
3411,9,5,4,0,Lupt,2018,
3412,13,5,8,0,Lust Stories,2018,
3413,18,7,11,0,Manmarziyaan,2018,
3414,77,19,58,0,Manto,2018,
3415,4,1,3,0,Mard Ko Dard Nahin Hota,2018,
3416,28,11,17,0,Meri Nimmo,2018,
3417,15,5,10,0,Missing,2018,
3418,17,3,14,0,Mitron,2018,
3419,36,5,31,0,Mowgli,2018,
3420,14,5,9,0,Mulk,2018,
3421,7,4,3,0,My Birthday Song,2018,
3422,43,14,29,0,Namaste England,2018,
3423,15,2,13,0,Nanu Ki Jaanu,2018,
3424,48,10,38,0,Nawabzaade,2018,
3425,4,2,2,0,Nirdosh,2018,
3426,216,107,109,0,Ocean's Eight,2018,
3427,70,28,42,0,October,2018,
3428,7,3,4,0,Once Again,2018,
3429,45,9,36,0,Padmaavat,2018,
3430,34,11,23,0,Padman,2018,
3431,15,4,11,0,Paltan,2018,
3432,36,10,26,0,Pari,2018,
3433,20,2,18,0,Parmanu: The Story of Pokhran,2018,
3434,33,4,29,0,Pataakha,2018,
3435,21,5,16,0,Phamous,2018,
3436,8,4,4,0,Phir Se...,2018,
3437,2,2,0,0,Pihu,2018,
3438,70,16,54,0,Raazi,2018,
3439,49,7,42,0,Race 3,2018,
3440,14,4,10,0,Raid,2018,
3441,15,5,10,0,Rajma Chawal,2018,
3442,21,8,13,0,Saheb Biwi Aur Gangster 3,2018,
3443,34,9,25,0,Sanju,2018,
3444,51,11,40,0,Satyameva Jayate,2018,
3445,10,2,8,0,Shaadi Teri Bajayenge Hum Band,2018,
3446,32,7,25,0,Shohrat the Trap,2018,
3447,4,2,2,0,Silvat,2018,
3448,5,3,2,0,Sir,2018,
3449,14,6,8,0,Soni,2018,
3450,30,12,18,0,Sonu Ke Titu Ki Sweety,2018,
3451,17,4,13,0,Soorma,2018,
3452,13,4,9,0,Stree,2018,
3453,20,5,15,0,Subedar Joginder Singh,2018,
3454,14,4,10,0,Sui Dhaaga: Made in India,2018,
3455,12,4,8,0,T for Taj Mahal,2018,
3456,5,2,3,0,Teen Aur Aadha,2018,
3457,5,2,3,0,Teri Bhabhi Hai Pagle,2018,
3458,9,4,5,0,The Dark Side of Life: Mumbai City,2018,
3459,43,4,39,0,Thugs of Hindostan,2018,
3460,57,14,43,0,Tomb Raider,2018,
3461,14,3,11,0,Tumbbad,2018,
3462,0,0,0,0,Vaibhav Sethia: Don't,2018,
3463,24,13,11,0,Veere Di Wedding,2018,
3464,30,13,17,0,Veerey Ki Wedding,2018,
3465,13,2,11,0,Vishwaroopam 2,2018,
3466,25,4,21,0,Vodka Diaries,2018,
3467,44,18,26,0,Welcome to New York,2018,
3468,7,2,5,0,Who,2018,
3469,14,4,10,0,Yamla Pagla Deewana Phir Se...,2018,
